disease,Field_ID,description,unit,relationship,baseline_factor_ancestry,shared_risk_factors,risk_factor_coefficients,continuous_score_covariance_with_factor_risk,predictor_use,interpretation
C3_NONHODGKIN_EXALLC,21022,Age at recruitment,years,direct,age,age,"{""age"": 0.55}",,demographic conditioning,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,31,Gender,binary code,direct,sex,sex,"{""sex"": 0.15}",,demographic conditioning,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,699,Length of time at current address,years,indirect_shared_factor,age,age,"{""age"": 0.55}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,709,Number in household,persons,indirect_shared_factor,age,age,"{""age"": 0.55}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,796,Distance between home and job workplace,miles,indirect_shared_factor,age;education,age,"{""age"": 0.55}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,757,Time employed in main current job,years,indirect_shared_factor,age;education,age,"{""age"": 0.55}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,767,Length of working week for main job,hours,indirect_shared_factor,age,age,"{""age"": 0.55}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,777,Frequency of travelling from home to job workplace,times/week,indirect_shared_factor,age,age,"{""age"": 0.55}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,845,Age completed full time education,years,neutral,education,,{},,Gaussian observation,no active risk path in this model
C3_NONHODGKIN_EXALLC,4079,"Diastolic blood pressure, automated reading",mmHg,indirect_shared_factor,adiposity;age;renal;sex;smoking,age;sex,"{""age"": 0.55, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,4080,"Systolic blood pressure, automated reading",mmHg,indirect_shared_factor,adiposity;age;renal;sex;smoking,age;sex,"{""age"": 0.55, ""sex"": 0.15}",0.35750000000000004,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,102,"Pulse rate, automated reading",bpm,neutral,activity;anxiety;sleep;smoking,,{},,Gaussian observation,no active risk path in this model
C3_NONHODGKIN_EXALLC,46,Hand grip strength (left),kg,indirect_shared_factor,activity;age;sex,age;sex,"{""age"": 0.55, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,47,Hand grip strength (right),kg,indirect_shared_factor,activity;age;sex,age;sex,"{""age"": 0.55, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,48,Waist circumference,cm,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.55, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,21002,Weight,kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.55, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,21001,Body mass index (BMI),kg/m^2,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.55, ""sex"": 0.15}",0.066,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,49,Hip circumference,cm,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.55, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,50,Standing height,cm,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.55, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,20015,Sitting height,cm,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.55, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,23115,Leg fat percentage (left),%,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.55, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,23111,Leg fat percentage (right),%,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.55, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,23116,Leg fat mass (left),kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.55, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,23112,Leg fat mass (right),kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.55, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,23117,Leg fat-free mass (left),kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.55, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,23113,Leg fat-free mass (right),kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.55, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,23118,Leg predicted mass (left),kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.55, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,23114,Leg predicted mass (right),kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.55, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,23123,Arm fat percentage (left),%,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.55, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,23119,Arm fat percentage (right),%,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.55, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,23124,Arm fat mass (left),kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.55, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,23120,Arm fat mass (right),kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.55, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,23121,Arm fat-free mass (right),kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.55, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,23125,Arm fat-free mass (left),kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.55, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,23126,Arm predicted mass (left),kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.55, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,23122,Arm predicted mass (right),kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.55, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,23127,Trunk fat percentage,%,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.55, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,23128,Trunk fat mass,kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.55, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,23129,Trunk fat-free mass,kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.55, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,23130,Trunk predicted mass,kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.55, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,23105,Basal metabolic rate,kJ/day,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.55, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,23099,Body fat percentage,%,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.55, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,23100,Whole body fat mass,kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.55, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,23101,Whole body fat-free mass,kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.55, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,23102,Whole body water mass,kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.55, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,23106,Impedance of whole body,ohm,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.55, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,23110,Impedance of arm (left),ohm,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.55, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,23109,Impedance of arm (right),ohm,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.55, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,23108,Impedance of leg (left),ohm,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.55, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,23107,Impedance of leg (right),ohm,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.55, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,3062,Forced vital capacity (FVC),L,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.55, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,3063,Forced expiratory volume in 1-second (FEV1),L,indirect_shared_factor,activity;adiposity;age;sex;smoking,age;sex,"{""age"": 0.55, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,20258,FEV1/ FVC ratio Z-score,z-score,indirect_shared_factor,activity;age;smoking,age,"{""age"": 0.55}",-0.05500000000000001,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,3064,Peak expiratory flow (PEF),L/min,indirect_shared_factor,activity;adiposity;age;sex;smoking,age;sex,"{""age"": 0.55, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,20022,Birth weight,kg,neutral,education;smoking,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,2634,Duration of heavy DIY,category code,indirect_shared_factor,activity;age,age,"{""age"": 0.55}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,2624,Frequency of heavy DIY in last 4 weeks,category code,indirect_shared_factor,activity;age,age,"{""age"": 0.55}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,1021,Duration of light DIY,category code,indirect_shared_factor,activity;age,age,"{""age"": 0.55}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,1011,Frequency of light DIY in last 4 weeks,category code,indirect_shared_factor,activity;age,age,"{""age"": 0.55}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,894,Duration of moderate activity,minutes/day,neutral,activity,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,3647,Duration of other exercises,category code,indirect_shared_factor,activity;age,age,"{""age"": 0.55}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,3637,Frequency of other exercises in last 4 weeks,category code,indirect_shared_factor,activity;age,age,"{""age"": 0.55}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,914,Duration of vigorous activity,minutes/day,neutral,activity,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,874,Duration of walks,minutes/day,neutral,activity,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,981,Duration walking for pleasure,category code,indirect_shared_factor,activity;age,age,"{""age"": 0.55}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,971,Frequency of walking for pleasure in last 4 weeks,category code,indirect_shared_factor,activity;age,age,"{""age"": 0.55}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,943,Frequency of stair climbing in last 4 weeks,category code,indirect_shared_factor,activity;age,age,"{""age"": 0.55}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,884,Number of days/week of moderate physical activity 10+ minutes,days/week,neutral,activity,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,904,Number of days/week of vigorous physical activity 10+ minutes,days/week,neutral,activity,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,864,Number of days/week walked 10+ minutes,days/week,neutral,activity,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,1090,Time spent driving,hours/day,neutral,activity,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,1080,Time spent using computer,hours/day,neutral,activity,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,1070,Time spent watching television (TV),hours/day,neutral,activity,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,924,Usual walking pace,category code,indirect_shared_factor,activity;age,age,"{""age"": 0.55}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,1120,Weekly usage of mobile phone in last 3 months,category code,indirect_shared_factor,age;education,age,"{""age"": 0.55}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,1130,Hands-free device/speakerphone use with mobile phone in last 3 month,category code,indirect_shared_factor,age;education,age,"{""age"": 0.55}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,2237,Plays computer games,category code,indirect_shared_factor,age;education,age,"{""age"": 0.55}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,1160,Sleep duration,hours/day,neutral,sleep,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,1170,Getting up in morning,category code,neutral,anxiety;sleep,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,1180,Morning/evening person (chronotype),category code,neutral,anxiety;sleep,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,1190,Nap during day,category code,neutral,anxiety;sleep,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,1200,Sleeplessness / insomnia,category code,neutral,anxiety;sleep,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,1210,Snoring,category code,indirect_shared_factor,adiposity;sex,sex,"{""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,1220,Daytime dozing / sleeping,category code,neutral,anxiety;sleep,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,20116,Smoking status,category code,indirect_shared_factor,age;smoking,age,"{""age"": 0.55}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,1239,Current tobacco smoking,category code,indirect_shared_factor,age;smoking,age,"{""age"": 0.55}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,1249,Past tobacco smoking,category code,indirect_shared_factor,age;smoking,age,"{""age"": 0.55}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,20161,Pack years of smoking,pack-years,neutral,smoking,,{},,censored Gaussian observation,no active risk path in this model
C3_NONHODGKIN_EXALLC,1259,Smoking/smokers in household,category code,neutral,smoking,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,1269,Exposure to tobacco smoke at home,hours/week,neutral,smoking,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,1279,Exposure to tobacco smoke outside home,hours/week,neutral,smoking,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,1289,Cooked vegetable intake,tablespoons/day,neutral,activity;education,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,1299,Salad / raw vegetable intake,tablespoons/day,neutral,activity;education,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,1309,Fresh fruit intake,pieces/day,neutral,activity;education,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,1319,Dried fruit intake,pieces/day,neutral,activity;education,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,1438,Bread intake,slices/week,neutral,activity;education,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,1458,Cereal intake,bowls/week,neutral,activity;education,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,1488,Tea intake,cups/day,neutral,activity;education,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,1498,Coffee intake,cups/day,neutral,activity;education,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,1528,Water intake,glasses/day,neutral,activity;education,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,1518,Hot drink temperature,category code,neutral,education,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,1329,Oily fish intake,category code,neutral,education,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,1339,Non-oily fish intake,category code,neutral,education,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,1349,Processed meat intake,category code,neutral,education,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,1359,Poultry intake,category code,neutral,education,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,1369,Beef intake,category code,neutral,education,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,1379,Lamb/mutton intake,category code,neutral,education,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,1389,Pork intake,category code,neutral,education,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,1408,Cheese intake,category code,neutral,education,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,1478,Salt added to food,category code,neutral,education,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,6144,"Never eat eggs, dairy, wheat, sugar",category code,neutral,education,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,20117,Alcohol drinker status,category code,neutral,alcohol,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,1558,Alcohol intake frequency.,category code,neutral,alcohol,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,1568,Average weekly red wine intake,glasses/week,neutral,alcohol,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,1578,Average weekly champagne plus white wine intake,glasses/week,neutral,alcohol,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,1588,Average weekly beer plus cider intake,pints/week,neutral,alcohol,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,1598,Average weekly spirits intake,measures/week,neutral,alcohol,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,1608,Average weekly fortified wine intake,glasses/week,neutral,alcohol,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,1618,Alcohol usually taken with meals,category code,neutral,alcohol;education,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,1050,Time spend outdoors in summer,hours/day,neutral,activity;uv,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,1060,Time spent outdoors in winter,hours/day,neutral,activity;uv,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,1717,Skin colour,category code,neutral,pigmentation,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,1727,Ease of skin tanning,category code,neutral,pigmentation,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,1737,Childhood sunburn occasions,occasions,neutral,pigmentation;uv,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,1747,"Hair colour (natural, before greying)",category code,neutral,pigmentation,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,1757,Facial ageing,category code,indirect_shared_factor,age;uv,age,"{""age"": 0.55}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,2267,Use of sun/uv protection,category code,neutral,education;pigmentation,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,2277,Frequency of solarium/sunlamp use,occasions,neutral,uv,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,2139,Age first had sexual intercourse,years,indirect_shared_factor,age;education,age,"{""age"": 0.55}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,2149,Lifetime number of sexual partners,partners,neutral,alcohol,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,2159,Ever had same-sex intercourse,binary code,neutral,,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,1677,Breastfed as a baby,binary code,neutral,education,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,1777,Part of a multiple birth,binary code,neutral,,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,1787,Maternal smoking around birth,binary code,neutral,education;smoking,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,2946,Father's age,years,indirect_shared_factor,age,age,"{""age"": 0.55}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,1807,Father's age at death,years,indirect_shared_factor,age,age,"{""age"": 0.55}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,1845,Mother's age,years,indirect_shared_factor,age,age,"{""age"": 0.55}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,3526,Mother's age at death,years,indirect_shared_factor,age,age,"{""age"": 0.55}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,4501,Non-accidental death in close genetic family,binary code,neutral,,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,2188,"Long-standing illness, disability or infirmity",binary code,indirect_shared_factor,age;anxiety;inflammation;renal,age;inflammation,"{""age"": 0.55, ""inflammation"": 0.2}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30160,Basophill count,10^9 cells/L,indirect_shared_factor,immune;inflammation;sex;smoking,immune;inflammation;sex,"{""immune"": 0.45, ""inflammation"": 0.2, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30220,Basophill percentage,%,indirect_shared_factor,immune;inflammation;sex;smoking,immune;inflammation;sex,"{""immune"": 0.45, ""inflammation"": 0.2, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30150,Eosinophill count,10^9 cells/L,indirect_shared_factor,immune;inflammation;sex;smoking,immune;inflammation;sex,"{""immune"": 0.45, ""inflammation"": 0.2, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30210,Eosinophill percentage,%,indirect_shared_factor,immune;inflammation;sex;smoking,immune;inflammation;sex,"{""immune"": 0.45, ""inflammation"": 0.2, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30030,Haematocrit percentage,%,indirect_shared_factor,alcohol;immune;renal;sex;smoking,immune;sex,"{""immune"": 0.45, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30020,Haemoglobin concentration,g/dL,indirect_shared_factor,alcohol;immune;renal;sex;smoking,immune;sex,"{""immune"": 0.45, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30300,High light scatter reticulocyte count,10^12 cells/L,indirect_shared_factor,alcohol;immune;renal;sex;smoking,immune;sex,"{""immune"": 0.45, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30290,High light scatter reticulocyte percentage,%,indirect_shared_factor,immune,immune,"{""immune"": 0.45}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30280,Immature reticulocyte fraction,ratio,neutral,,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,30120,Lymphocyte count,10^9 cells/L,indirect_shared_factor,immune;inflammation;sex;smoking,immune;inflammation;sex,"{""immune"": 0.45, ""inflammation"": 0.2, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30180,Lymphocyte percentage,%,indirect_shared_factor,immune;inflammation;sex;smoking,immune;inflammation;sex,"{""immune"": 0.45, ""inflammation"": 0.2, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
