atlas,column_index,label_id,feature_name,disease,coverage_status,evidence_consistency,effect_mode,literature_d_median,source_d_values,model_latent_sd_shift,quantitative_sign_conflict,selected_association_ids,modeling_assumption
AAL3,64,67,SupraMarginal_L,AD,parent_region_extrapolation,see_individual_associations,source_median_numeric_volume,-0.65,"{""Ledig2018"": -0.65}",-0.4225,False,A00606,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,64,67,SupraMarginal_L,MCI,parent_region_extrapolation,see_individual_associations,source_median_numeric_volume,-0.35064,"{""Ledig2018"": -0.35064}",-0.227916,False,A00610,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,65,68,SupraMarginal_R,AD,parent_region_extrapolation,see_individual_associations,source_median_numeric_volume,-0.65,"{""Ledig2018"": -0.65}",-0.4225,False,A00607,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,65,68,SupraMarginal_R,MCI,parent_region_extrapolation,see_individual_associations,source_median_numeric_volume,-0.35064,"{""Ledig2018"": -0.35064}",-0.227916,False,A00611,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,66,69,Angular_L,AD,parent_region_extrapolation,see_individual_associations,source_median_numeric_volume,-0.876,"{""Ledig2018"": -0.876}",-0.5694,False,A00598,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,66,69,Angular_L,MCI,parent_region_extrapolation,see_individual_associations,source_median_numeric_volume,-0.504517,"{""Ledig2018"": -0.504517}",-0.327936,False,A00602,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,67,70,Angular_R,AD,parent_region_extrapolation,see_individual_associations,source_median_numeric_volume,-0.876,"{""Ledig2018"": -0.876}",-0.5694,False,A00599,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,67,70,Angular_R,MCI,parent_region_extrapolation,see_individual_associations,source_median_numeric_volume,-0.504517,"{""Ledig2018"": -0.504517}",-0.327936,False,A00603,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,68,71,Precuneus_L,AD,direct,see_individual_associations,source_median_numeric_volume,-0.343,"{""Ledig2018"": -0.343}",-0.22295,False,A00672,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,68,71,Precuneus_L,MCI,direct,see_individual_associations,source_median_numeric_volume,-0.143397,"{""Ledig2018"": -0.143397}",-0.093208,False,A00674,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,69,72,Precuneus_R,AD,direct,see_individual_associations,source_median_numeric_volume,-0.343,"{""Ledig2018"": -0.343}",-0.22295,False,A00673,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,69,72,Precuneus_R,MCI,direct,see_individual_associations,source_median_numeric_volume,-0.143397,"{""Ledig2018"": -0.143397}",-0.093208,False,A00675,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,70,73,Paracentral_Lobule_L,AD,parent_region_extrapolation,see_individual_associations,source_median_numeric_volume,-0.266476,"{""Frontal2026"": -0.433452, ""Ledig2018"": -0.0995}",-0.173209,False,A00361;A00724;A00728,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,70,73,Paracentral_Lobule_L,MCI,parent_region_extrapolation,conflicting_directions,source_median_numeric_volume,-0.30312075,"{""Frontal2026"": -0.575, ""Ledig2018"": -0.031241500000000005}",-0.197028,False,A00363;A00726;A00730,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,71,74,Paracentral_Lobule_R,AD,parent_region_extrapolation,see_individual_associations,source_median_numeric_volume,-0.266476,"{""Frontal2026"": -0.433452, ""Ledig2018"": -0.0995}",-0.173209,False,A00362;A00725;A00729,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,71,74,Paracentral_Lobule_R,MCI,parent_region_extrapolation,conflicting_directions,source_median_numeric_volume,-0.30312075,"{""Frontal2026"": -0.575, ""Ledig2018"": -0.031241500000000005}",-0.197028,False,A00364;A00727;A00731,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,72,75,Caudate_L,AD,parent_region_extrapolation,conflicting_directions,source_median_numeric_volume,0.02300000000000002,"{""Fjell2010"": -0.35, ""Ledig2018"": 0.396}",0.007475,True,A00023;A00782,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,72,75,Caudate_L,MCI,direct,conflicting_directions,source_median_numeric_volume,-0.19,"{""Fjell2010"": -0.19, ""Ledig2018"": 0.184378, ""MCI2016"": -0.488103}",-0.06175,True,A00019;A00786;A00110,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,73,76,Caudate_R,AD,parent_region_extrapolation,conflicting_directions,source_median_numeric_volume,0.02300000000000002,"{""Fjell2010"": -0.35, ""Ledig2018"": 0.396}",0.007475,True,A00024;A00783,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,73,76,Caudate_R,MCI,direct,conflicting_directions,source_median_numeric_volume,-0.19,"{""Fjell2010"": -0.19, ""Ledig2018"": 0.184378, ""MCI2016"": -0.244964}",-0.06175,True,A00020;A00787;A00108,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,74,77,Putamen_L,AD,parent_region_extrapolation,see_individual_associations,source_median_numeric_volume,-0.4,"{""Fjell2010"": -0.51, ""Ledig2018"": -0.29}",-0.26,False,A00047;A00790,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,74,77,Putamen_L,MCI,direct,mixed_significance_or_measurement,source_median_numeric_volume,-0.25,"{""Fjell2010"": -0.25, ""Ledig2018"": -0.158568, ""MCI2016"": -1.084039}",-0.1625,False,A00043;A00794;A00114,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,75,78,Putamen_R,AD,parent_region_extrapolation,see_individual_associations,source_median_numeric_volume,-0.4,"{""Fjell2010"": -0.51, ""Ledig2018"": -0.29}",-0.26,False,A00048;A00791,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,75,78,Putamen_R,MCI,direct,mixed_significance_or_measurement,source_median_numeric_volume,-0.25,"{""Fjell2010"": -0.25, ""Ledig2018"": -0.158568, ""MCI2016"": -0.904005}",-0.1625,False,A00044;A00795;A00112,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,76,79,Pallidum_L,AD,parent_region_extrapolation,conflicting_directions,source_median_numeric_volume,-0.036000000000000004,"{""Fjell2010"": -0.17, ""Ledig2018"": 0.098}",-0.0117,True,A00039;A00798,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,76,79,Pallidum_L,MCI,direct,conflicting_directions,source_median_numeric_volume,0.016215,"{""Fjell2010"": 0.22, ""Ledig2018"": 0.016215, ""MCI2016"": -0.419904}",0.00527,True,A00035;A00802;A00118,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,77,80,Pallidum_R,AD,parent_region_extrapolation,conflicting_directions,source_median_numeric_volume,-0.036000000000000004,"{""Fjell2010"": -0.17, ""Ledig2018"": 0.098}",-0.0117,True,A00040;A00799,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,77,80,Pallidum_R,MCI,direct,conflicting_directions,source_median_numeric_volume,0.016215,"{""Fjell2010"": 0.22, ""Ledig2018"": 0.016215, ""MCI2016"": -0.381871}",0.00527,True,A00036;A00803;A00116,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,78,83,Heschl_L,AD,parent_region_extrapolation,see_individual_associations,source_median_numeric_volume,-0.151,"{""Ledig2018"": -0.151}",-0.09815,False,A00704,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,78,83,Heschl_L,MCI,direct,see_individual_associations,source_median_numeric_volume,-0.091503,"{""Ledig2018"": -0.091503}",-0.059477,False,A00706,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,79,84,Heschl_R,AD,parent_region_extrapolation,see_individual_associations,source_median_numeric_volume,-0.151,"{""Ledig2018"": -0.151}",-0.09815,False,A00705,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,79,84,Heschl_R,MCI,direct,see_individual_associations,source_median_numeric_volume,-0.091503,"{""Ledig2018"": -0.091503}",-0.059477,False,A00707,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,80,85,Temporal_Sup_L,AD,parent_region_extrapolation,see_individual_associations,source_median_numeric_volume,-0.715,"{""Ledig2018"": -0.715}",-0.46475,False,A00584,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,80,85,Temporal_Sup_L,MCI,direct,see_individual_associations,source_median_numeric_volume,-0.519785,"{""Ledig2018"": -0.519785}",-0.33786,False,A00586,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,81,86,Temporal_Sup_R,AD,parent_region_extrapolation,see_individual_associations,source_median_numeric_volume,-0.715,"{""Ledig2018"": -0.715}",-0.46475,False,A00585,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,81,86,Temporal_Sup_R,MCI,direct,see_individual_associations,source_median_numeric_volume,-0.519785,"{""Ledig2018"": -0.519785}",-0.33786,False,A00587,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,82,87,Temporal_Pole_Sup_L,AD,parent_region_extrapolation,see_individual_associations,source_median_numeric_volume,-0.873,"{""Ledig2018"": -0.873}",-0.56745,False,A00588,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,82,87,Temporal_Pole_Sup_L,MCI,direct,see_individual_associations,source_median_numeric_volume,-0.366558,"{""Ledig2018"": -0.366558}",-0.238263,False,A00592,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,83,88,Temporal_Pole_Sup_R,AD,parent_region_extrapolation,see_individual_associations,source_median_numeric_volume,-0.873,"{""Ledig2018"": -0.873}",-0.56745,False,A00589,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,83,88,Temporal_Pole_Sup_R,MCI,direct,see_individual_associations,source_median_numeric_volume,-0.366558,"{""Ledig2018"": -0.366558}",-0.238263,False,A00593,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,84,89,Temporal_Mid_L,AD,parent_region_extrapolation,see_individual_associations,source_median_numeric_volume,-0.969,"{""Ledig2018"": -0.969}",-0.62985,False,A00580,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,84,89,Temporal_Mid_L,MCI,direct,see_individual_associations,source_median_numeric_volume,-0.632261,"{""Ledig2018"": -0.632261}",-0.41097,False,A00582,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,85,90,Temporal_Mid_R,AD,parent_region_extrapolation,see_individual_associations,source_median_numeric_volume,-0.969,"{""Ledig2018"": -0.969}",-0.62985,False,A00581,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,85,90,Temporal_Mid_R,MCI,direct,see_individual_associations,source_median_numeric_volume,-0.632261,"{""Ledig2018"": -0.632261}",-0.41097,False,A00583,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,86,91,Temporal_Pole_Mid_L,AD,parent_region_extrapolation,see_individual_associations,source_median_numeric_volume,-0.873,"{""Ledig2018"": -0.873}",-0.56745,False,A00590,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,86,91,Temporal_Pole_Mid_L,MCI,direct,see_individual_associations,source_median_numeric_volume,-0.366558,"{""Ledig2018"": -0.366558}",-0.238263,False,A00594,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,87,92,Temporal_Pole_Mid_R,AD,parent_region_extrapolation,see_individual_associations,source_median_numeric_volume,-0.873,"{""Ledig2018"": -0.873}",-0.56745,False,A00591,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,87,92,Temporal_Pole_Mid_R,MCI,direct,see_individual_associations,source_median_numeric_volume,-0.366558,"{""Ledig2018"": -0.366558}",-0.238263,False,A00595,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,88,93,Temporal_Inf_L,AD,parent_region_extrapolation,see_individual_associations,source_median_numeric_volume,-1.168,"{""Ledig2018"": -1.168}",-0.7592,False,A00576,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,88,93,Temporal_Inf_L,MCI,direct,see_individual_associations,source_median_numeric_volume,-0.51066,"{""Ledig2018"": -0.51066}",-0.331929,False,A00578,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,89,94,Temporal_Inf_R,AD,parent_region_extrapolation,see_individual_associations,source_median_numeric_volume,-1.168,"{""Ledig2018"": -1.168}",-0.7592,False,A00577,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,89,94,Temporal_Inf_R,MCI,direct,see_individual_associations,source_median_numeric_volume,-0.51066,"{""Ledig2018"": -0.51066}",-0.331929,False,A00579,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,90,95,Cerebellum_Crus1_L,AD,direct,mixed_significance_or_measurement,directional_GMV_assumption,,{},-0.3,False,A00445,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,90,95,Cerebellum_Crus1_L,MCI,parent_region_extrapolation,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,91,96,Cerebellum_Crus1_R,AD,direct,mixed_significance_or_measurement,directional_GMV_assumption,,{},-0.3,False,A00446;A00447,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,91,96,Cerebellum_Crus1_R,MCI,parent_region_extrapolation,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,92,97,Cerebellum_Crus2_L,AD,parent_region_extrapolation,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,92,97,Cerebellum_Crus2_L,MCI,parent_region_extrapolation,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,93,98,Cerebellum_Crus2_R,AD,direct,mixed_significance_or_measurement,directional_GMV_assumption,,{},-0.3,False,A00448,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,93,98,Cerebellum_Crus2_R,MCI,parent_region_extrapolation,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,94,99,Cerebellum_3_L,AD,parent_region_extrapolation,mixed_significance_or_measurement,directional_GMV_assumption,,{},-0.3,False,A00425,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,94,99,Cerebellum_3_L,MCI,parent_region_extrapolation,mixed_significance_or_measurement,directional_GMV_assumption,,{},-0.2,False,A00435,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,95,100,Cerebellum_3_R,AD,parent_region_extrapolation,mixed_significance_or_measurement,directional_GMV_assumption,,{},-0.3,False,A00426,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,95,100,Cerebellum_3_R,MCI,direct,mixed_significance_or_measurement,directional_GMV_assumption,,{},-0.2,False,A00436,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,96,101,Cerebellum_4_5_L,AD,parent_region_extrapolation,mixed_significance_or_measurement,directional_GMV_assumption,,{},-0.3,False,A00427,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,96,101,Cerebellum_4_5_L,MCI,direct,mixed_significance_or_measurement,directional_GMV_assumption,,{},-0.2,False,A00437,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,97,102,Cerebellum_4_5_R,AD,parent_region_extrapolation,mixed_significance_or_measurement,directional_GMV_assumption,,{},-0.3,False,A00428,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,97,102,Cerebellum_4_5_R,MCI,direct,mixed_significance_or_measurement,directional_GMV_assumption,,{},-0.2,False,A00438,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,98,103,Cerebellum_6_L,AD,parent_region_extrapolation,mixed_significance_or_measurement,directional_GMV_assumption,,{},-0.3,False,A00429,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,98,103,Cerebellum_6_L,MCI,parent_region_extrapolation,mixed_significance_or_measurement,directional_GMV_assumption,,{},-0.2,False,A00439,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,99,104,Cerebellum_6_R,AD,direct,mixed_significance_or_measurement,directional_GMV_assumption,,{},-0.3,False,A00430;A00449,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,99,104,Cerebellum_6_R,MCI,parent_region_extrapolation,mixed_significance_or_measurement,directional_GMV_assumption,,{},-0.2,False,A00440,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,100,105,Cerebellum_7b_L,AD,parent_region_extrapolation,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,100,105,Cerebellum_7b_L,MCI,parent_region_extrapolation,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,101,106,Cerebellum_7b_R,AD,parent_region_extrapolation,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,101,106,Cerebellum_7b_R,MCI,parent_region_extrapolation,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,102,107,Cerebellum_8_L,AD,parent_region_extrapolation,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,102,107,Cerebellum_8_L,MCI,parent_region_extrapolation,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,103,108,Cerebellum_8_R,AD,parent_region_extrapolation,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,103,108,Cerebellum_8_R,MCI,parent_region_extrapolation,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,104,109,Cerebellum_9_L,AD,parent_region_extrapolation,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,104,109,Cerebellum_9_L,MCI,parent_region_extrapolation,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,105,110,Cerebellum_9_R,AD,parent_region_extrapolation,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,105,110,Cerebellum_9_R,MCI,parent_region_extrapolation,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,106,111,Cerebellum_10_L,AD,parent_region_extrapolation,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
