association_id,column_index,label_id,feature_name,atlas,disease,comparison,reference_id,source_region,source_url,doi,tissue,mapping_status,direction,effect_type,effect_value,uncertainty,measurement,source_location,mapping_limitation,evidence_strength,shared_evidence_group
A00402,93,98,Cerebellum_Crus2_R,AAL3,MCI,case_vs_NC,Fjell2010,whole cerebellar cortex,https://pmc.ncbi.nlm.nih.gov/articles/PMC2828879/,10.1523/JNEUROSCI.3785-09.2010,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,reported_Cohen_D_case_minus_NC,-0.07,NS at source threshold; no CI,FreeSurfer subcortical volume; cortical thickness reported separately,Table2,Whole cerebellar cortex average does not determine individual lobule effects.,not_significant,Fjell2010:whole cerebellar cortex:MCI:case_vs_NC
A00403,94,99,Cerebellum_3_L,AAL3,MCI,case_vs_NC,Fjell2010,whole cerebellar cortex,https://pmc.ncbi.nlm.nih.gov/articles/PMC2828879/,10.1523/JNEUROSCI.3785-09.2010,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,reported_Cohen_D_case_minus_NC,-0.07,NS at source threshold; no CI,FreeSurfer subcortical volume; cortical thickness reported separately,Table2,Whole cerebellar cortex average does not determine individual lobule effects.,not_significant,Fjell2010:whole cerebellar cortex:MCI:case_vs_NC
A00404,95,100,Cerebellum_3_R,AAL3,MCI,case_vs_NC,Fjell2010,whole cerebellar cortex,https://pmc.ncbi.nlm.nih.gov/articles/PMC2828879/,10.1523/JNEUROSCI.3785-09.2010,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,reported_Cohen_D_case_minus_NC,-0.07,NS at source threshold; no CI,FreeSurfer subcortical volume; cortical thickness reported separately,Table2,Whole cerebellar cortex average does not determine individual lobule effects.,not_significant,Fjell2010:whole cerebellar cortex:MCI:case_vs_NC
A00405,96,101,Cerebellum_4_5_L,AAL3,MCI,case_vs_NC,Fjell2010,whole cerebellar cortex,https://pmc.ncbi.nlm.nih.gov/articles/PMC2828879/,10.1523/JNEUROSCI.3785-09.2010,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,reported_Cohen_D_case_minus_NC,-0.07,NS at source threshold; no CI,FreeSurfer subcortical volume; cortical thickness reported separately,Table2,Whole cerebellar cortex average does not determine individual lobule effects.,not_significant,Fjell2010:whole cerebellar cortex:MCI:case_vs_NC
A00406,97,102,Cerebellum_4_5_R,AAL3,MCI,case_vs_NC,Fjell2010,whole cerebellar cortex,https://pmc.ncbi.nlm.nih.gov/articles/PMC2828879/,10.1523/JNEUROSCI.3785-09.2010,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,reported_Cohen_D_case_minus_NC,-0.07,NS at source threshold; no CI,FreeSurfer subcortical volume; cortical thickness reported separately,Table2,Whole cerebellar cortex average does not determine individual lobule effects.,not_significant,Fjell2010:whole cerebellar cortex:MCI:case_vs_NC
A00407,98,103,Cerebellum_6_L,AAL3,MCI,case_vs_NC,Fjell2010,whole cerebellar cortex,https://pmc.ncbi.nlm.nih.gov/articles/PMC2828879/,10.1523/JNEUROSCI.3785-09.2010,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,reported_Cohen_D_case_minus_NC,-0.07,NS at source threshold; no CI,FreeSurfer subcortical volume; cortical thickness reported separately,Table2,Whole cerebellar cortex average does not determine individual lobule effects.,not_significant,Fjell2010:whole cerebellar cortex:MCI:case_vs_NC
A00408,99,104,Cerebellum_6_R,AAL3,MCI,case_vs_NC,Fjell2010,whole cerebellar cortex,https://pmc.ncbi.nlm.nih.gov/articles/PMC2828879/,10.1523/JNEUROSCI.3785-09.2010,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,reported_Cohen_D_case_minus_NC,-0.07,NS at source threshold; no CI,FreeSurfer subcortical volume; cortical thickness reported separately,Table2,Whole cerebellar cortex average does not determine individual lobule effects.,not_significant,Fjell2010:whole cerebellar cortex:MCI:case_vs_NC
A00409,100,105,Cerebellum_7b_L,AAL3,MCI,case_vs_NC,Fjell2010,whole cerebellar cortex,https://pmc.ncbi.nlm.nih.gov/articles/PMC2828879/,10.1523/JNEUROSCI.3785-09.2010,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,reported_Cohen_D_case_minus_NC,-0.07,NS at source threshold; no CI,FreeSurfer subcortical volume; cortical thickness reported separately,Table2,Whole cerebellar cortex average does not determine individual lobule effects.,not_significant,Fjell2010:whole cerebellar cortex:MCI:case_vs_NC
A00410,101,106,Cerebellum_7b_R,AAL3,MCI,case_vs_NC,Fjell2010,whole cerebellar cortex,https://pmc.ncbi.nlm.nih.gov/articles/PMC2828879/,10.1523/JNEUROSCI.3785-09.2010,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,reported_Cohen_D_case_minus_NC,-0.07,NS at source threshold; no CI,FreeSurfer subcortical volume; cortical thickness reported separately,Table2,Whole cerebellar cortex average does not determine individual lobule effects.,not_significant,Fjell2010:whole cerebellar cortex:MCI:case_vs_NC
A00411,102,107,Cerebellum_8_L,AAL3,MCI,case_vs_NC,Fjell2010,whole cerebellar cortex,https://pmc.ncbi.nlm.nih.gov/articles/PMC2828879/,10.1523/JNEUROSCI.3785-09.2010,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,reported_Cohen_D_case_minus_NC,-0.07,NS at source threshold; no CI,FreeSurfer subcortical volume; cortical thickness reported separately,Table2,Whole cerebellar cortex average does not determine individual lobule effects.,not_significant,Fjell2010:whole cerebellar cortex:MCI:case_vs_NC
A00412,103,108,Cerebellum_8_R,AAL3,MCI,case_vs_NC,Fjell2010,whole cerebellar cortex,https://pmc.ncbi.nlm.nih.gov/articles/PMC2828879/,10.1523/JNEUROSCI.3785-09.2010,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,reported_Cohen_D_case_minus_NC,-0.07,NS at source threshold; no CI,FreeSurfer subcortical volume; cortical thickness reported separately,Table2,Whole cerebellar cortex average does not determine individual lobule effects.,not_significant,Fjell2010:whole cerebellar cortex:MCI:case_vs_NC
A00413,104,109,Cerebellum_9_L,AAL3,MCI,case_vs_NC,Fjell2010,whole cerebellar cortex,https://pmc.ncbi.nlm.nih.gov/articles/PMC2828879/,10.1523/JNEUROSCI.3785-09.2010,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,reported_Cohen_D_case_minus_NC,-0.07,NS at source threshold; no CI,FreeSurfer subcortical volume; cortical thickness reported separately,Table2,Whole cerebellar cortex average does not determine individual lobule effects.,not_significant,Fjell2010:whole cerebellar cortex:MCI:case_vs_NC
A00414,105,110,Cerebellum_9_R,AAL3,MCI,case_vs_NC,Fjell2010,whole cerebellar cortex,https://pmc.ncbi.nlm.nih.gov/articles/PMC2828879/,10.1523/JNEUROSCI.3785-09.2010,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,reported_Cohen_D_case_minus_NC,-0.07,NS at source threshold; no CI,FreeSurfer subcortical volume; cortical thickness reported separately,Table2,Whole cerebellar cortex average does not determine individual lobule effects.,not_significant,Fjell2010:whole cerebellar cortex:MCI:case_vs_NC
A00415,106,111,Cerebellum_10_L,AAL3,MCI,case_vs_NC,Fjell2010,whole cerebellar cortex,https://pmc.ncbi.nlm.nih.gov/articles/PMC2828879/,10.1523/JNEUROSCI.3785-09.2010,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,reported_Cohen_D_case_minus_NC,-0.07,NS at source threshold; no CI,FreeSurfer subcortical volume; cortical thickness reported separately,Table2,Whole cerebellar cortex average does not determine individual lobule effects.,not_significant,Fjell2010:whole cerebellar cortex:MCI:case_vs_NC
A00416,107,112,Cerebellum_10_R,AAL3,MCI,case_vs_NC,Fjell2010,whole cerebellar cortex,https://pmc.ncbi.nlm.nih.gov/articles/PMC2828879/,10.1523/JNEUROSCI.3785-09.2010,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,reported_Cohen_D_case_minus_NC,-0.07,NS at source threshold; no CI,FreeSurfer subcortical volume; cortical thickness reported separately,Table2,Whole cerebellar cortex average does not determine individual lobule effects.,not_significant,Fjell2010:whole cerebellar cortex:MCI:case_vs_NC
A00417,108,113,Vermis_1_2,AAL3,MCI,case_vs_NC,Fjell2010,whole cerebellar cortex,https://pmc.ncbi.nlm.nih.gov/articles/PMC2828879/,10.1523/JNEUROSCI.3785-09.2010,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,reported_Cohen_D_case_minus_NC,-0.07,NS at source threshold; no CI,FreeSurfer subcortical volume; cortical thickness reported separately,Table2,Whole cerebellar cortex average does not determine individual lobule effects.,not_significant,Fjell2010:whole cerebellar cortex:MCI:case_vs_NC
A00418,109,114,Vermis_3,AAL3,MCI,case_vs_NC,Fjell2010,whole cerebellar cortex,https://pmc.ncbi.nlm.nih.gov/articles/PMC2828879/,10.1523/JNEUROSCI.3785-09.2010,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,reported_Cohen_D_case_minus_NC,-0.07,NS at source threshold; no CI,FreeSurfer subcortical volume; cortical thickness reported separately,Table2,Whole cerebellar cortex average does not determine individual lobule effects.,not_significant,Fjell2010:whole cerebellar cortex:MCI:case_vs_NC
A00419,110,115,Vermis_4_5,AAL3,MCI,case_vs_NC,Fjell2010,whole cerebellar cortex,https://pmc.ncbi.nlm.nih.gov/articles/PMC2828879/,10.1523/JNEUROSCI.3785-09.2010,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,reported_Cohen_D_case_minus_NC,-0.07,NS at source threshold; no CI,FreeSurfer subcortical volume; cortical thickness reported separately,Table2,Whole cerebellar cortex average does not determine individual lobule effects.,not_significant,Fjell2010:whole cerebellar cortex:MCI:case_vs_NC
A00420,111,116,Vermis_6,AAL3,MCI,case_vs_NC,Fjell2010,whole cerebellar cortex,https://pmc.ncbi.nlm.nih.gov/articles/PMC2828879/,10.1523/JNEUROSCI.3785-09.2010,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,reported_Cohen_D_case_minus_NC,-0.07,NS at source threshold; no CI,FreeSurfer subcortical volume; cortical thickness reported separately,Table2,Whole cerebellar cortex average does not determine individual lobule effects.,not_significant,Fjell2010:whole cerebellar cortex:MCI:case_vs_NC
A00421,112,117,Vermis_7,AAL3,MCI,case_vs_NC,Fjell2010,whole cerebellar cortex,https://pmc.ncbi.nlm.nih.gov/articles/PMC2828879/,10.1523/JNEUROSCI.3785-09.2010,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,reported_Cohen_D_case_minus_NC,-0.07,NS at source threshold; no CI,FreeSurfer subcortical volume; cortical thickness reported separately,Table2,Whole cerebellar cortex average does not determine individual lobule effects.,not_significant,Fjell2010:whole cerebellar cortex:MCI:case_vs_NC
A00422,113,118,Vermis_8,AAL3,MCI,case_vs_NC,Fjell2010,whole cerebellar cortex,https://pmc.ncbi.nlm.nih.gov/articles/PMC2828879/,10.1523/JNEUROSCI.3785-09.2010,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,reported_Cohen_D_case_minus_NC,-0.07,NS at source threshold; no CI,FreeSurfer subcortical volume; cortical thickness reported separately,Table2,Whole cerebellar cortex average does not determine individual lobule effects.,not_significant,Fjell2010:whole cerebellar cortex:MCI:case_vs_NC
A00423,114,119,Vermis_9,AAL3,MCI,case_vs_NC,Fjell2010,whole cerebellar cortex,https://pmc.ncbi.nlm.nih.gov/articles/PMC2828879/,10.1523/JNEUROSCI.3785-09.2010,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,reported_Cohen_D_case_minus_NC,-0.07,NS at source threshold; no CI,FreeSurfer subcortical volume; cortical thickness reported separately,Table2,Whole cerebellar cortex average does not determine individual lobule effects.,not_significant,Fjell2010:whole cerebellar cortex:MCI:case_vs_NC
A00424,115,120,Vermis_10,AAL3,MCI,case_vs_NC,Fjell2010,whole cerebellar cortex,https://pmc.ncbi.nlm.nih.gov/articles/PMC2828879/,10.1523/JNEUROSCI.3785-09.2010,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,reported_Cohen_D_case_minus_NC,-0.07,NS at source threshold; no CI,FreeSurfer subcortical volume; cortical thickness reported separately,Table2,Whole cerebellar cortex average does not determine individual lobule effects.,not_significant,Fjell2010:whole cerebellar cortex:MCI:case_vs_NC
A00425,94,99,Cerebellum_3_L,AAL3,AD,case_vs_NC,Toniolo2018,vermal/paravermal lobules I–VI,https://doi.org/10.3389/fncel.2018.00430,10.3389/fncel.2018.00430,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,,,"cluster FWE p<.05; peak Z=6.55(AD),2.75(MCI); no d",SPM8 SUIT cerebellar GM VBM; 8mm smoothing,Table2,Cluster extends across vermal/paravermal regions; does not establish uniform effect over full hemisphere lobules.,supported_cluster,Toniolo2018:vermal/paravermal lobules I–VI:AD:case_vs_NC
A00426,95,100,Cerebellum_3_R,AAL3,AD,case_vs_NC,Toniolo2018,vermal/paravermal lobules I–VI,https://doi.org/10.3389/fncel.2018.00430,10.3389/fncel.2018.00430,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,,,"cluster FWE p<.05; peak Z=6.55(AD),2.75(MCI); no d",SPM8 SUIT cerebellar GM VBM; 8mm smoothing,Table2,Cluster extends across vermal/paravermal regions; does not establish uniform effect over full hemisphere lobules.,supported_cluster,Toniolo2018:vermal/paravermal lobules I–VI:AD:case_vs_NC
A00427,96,101,Cerebellum_4_5_L,AAL3,AD,case_vs_NC,Toniolo2018,vermal/paravermal lobules I–VI,https://doi.org/10.3389/fncel.2018.00430,10.3389/fncel.2018.00430,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,,,"cluster FWE p<.05; peak Z=6.55(AD),2.75(MCI); no d",SPM8 SUIT cerebellar GM VBM; 8mm smoothing,Table2,Cluster extends across vermal/paravermal regions; does not establish uniform effect over full hemisphere lobules.,supported_cluster,Toniolo2018:vermal/paravermal lobules I–VI:AD:case_vs_NC
A00428,97,102,Cerebellum_4_5_R,AAL3,AD,case_vs_NC,Toniolo2018,vermal/paravermal lobules I–VI,https://doi.org/10.3389/fncel.2018.00430,10.3389/fncel.2018.00430,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,,,"cluster FWE p<.05; peak Z=6.55(AD),2.75(MCI); no d",SPM8 SUIT cerebellar GM VBM; 8mm smoothing,Table2,Cluster extends across vermal/paravermal regions; does not establish uniform effect over full hemisphere lobules.,supported_cluster,Toniolo2018:vermal/paravermal lobules I–VI:AD:case_vs_NC
A00429,98,103,Cerebellum_6_L,AAL3,AD,case_vs_NC,Toniolo2018,vermal/paravermal lobules I–VI,https://doi.org/10.3389/fncel.2018.00430,10.3389/fncel.2018.00430,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,,,"cluster FWE p<.05; peak Z=6.55(AD),2.75(MCI); no d",SPM8 SUIT cerebellar GM VBM; 8mm smoothing,Table2,Cluster extends across vermal/paravermal regions; does not establish uniform effect over full hemisphere lobules.,supported_cluster,Toniolo2018:vermal/paravermal lobules I–VI:AD:case_vs_NC
A00430,99,104,Cerebellum_6_R,AAL3,AD,case_vs_NC,Toniolo2018,vermal/paravermal lobules I–VI,https://doi.org/10.3389/fncel.2018.00430,10.3389/fncel.2018.00430,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,,,"cluster FWE p<.05; peak Z=6.55(AD),2.75(MCI); no d",SPM8 SUIT cerebellar GM VBM; 8mm smoothing,Table2,Cluster extends across vermal/paravermal regions; does not establish uniform effect over full hemisphere lobules.,supported_cluster,Toniolo2018:vermal/paravermal lobules I–VI:AD:case_vs_NC
A00431,108,113,Vermis_1_2,AAL3,AD,case_vs_NC,Toniolo2018,vermal/paravermal lobules I–VI,https://doi.org/10.3389/fncel.2018.00430,10.3389/fncel.2018.00430,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,,,"cluster FWE p<.05; peak Z=6.55(AD),2.75(MCI); no d",SPM8 SUIT cerebellar GM VBM; 8mm smoothing,Table2,Cluster extends across vermal/paravermal regions; does not establish uniform effect over full hemisphere lobules.,supported_cluster,Toniolo2018:vermal/paravermal lobules I–VI:AD:case_vs_NC
A00432,109,114,Vermis_3,AAL3,AD,case_vs_NC,Toniolo2018,vermal/paravermal lobules I–VI,https://doi.org/10.3389/fncel.2018.00430,10.3389/fncel.2018.00430,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,,,"cluster FWE p<.05; peak Z=6.55(AD),2.75(MCI); no d",SPM8 SUIT cerebellar GM VBM; 8mm smoothing,Table2,Cluster extends across vermal/paravermal regions; does not establish uniform effect over full hemisphere lobules.,supported_cluster,Toniolo2018:vermal/paravermal lobules I–VI:AD:case_vs_NC
A00433,110,115,Vermis_4_5,AAL3,AD,case_vs_NC,Toniolo2018,vermal/paravermal lobules I–VI,https://doi.org/10.3389/fncel.2018.00430,10.3389/fncel.2018.00430,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,,,"cluster FWE p<.05; peak Z=6.55(AD),2.75(MCI); no d",SPM8 SUIT cerebellar GM VBM; 8mm smoothing,Table2,Cluster extends across vermal/paravermal regions; does not establish uniform effect over full hemisphere lobules.,supported_cluster,Toniolo2018:vermal/paravermal lobules I–VI:AD:case_vs_NC
A00434,111,116,Vermis_6,AAL3,AD,case_vs_NC,Toniolo2018,vermal/paravermal lobules I–VI,https://doi.org/10.3389/fncel.2018.00430,10.3389/fncel.2018.00430,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,,,"cluster FWE p<.05; peak Z=6.55(AD),2.75(MCI); no d",SPM8 SUIT cerebellar GM VBM; 8mm smoothing,Table2,Cluster extends across vermal/paravermal regions; does not establish uniform effect over full hemisphere lobules.,supported_cluster,Toniolo2018:vermal/paravermal lobules I–VI:AD:case_vs_NC
A00435,94,99,Cerebellum_3_L,AAL3,MCI,case_vs_NC,Toniolo2018,vermal/paravermal lobules I–VI,https://doi.org/10.3389/fncel.2018.00430,10.3389/fncel.2018.00430,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,,,"cluster FWE p<.05; peak Z=6.55(AD),2.75(MCI); no d",SPM8 SUIT cerebellar GM VBM; 8mm smoothing,Table2,Cluster extends across vermal/paravermal regions; does not establish uniform effect over full hemisphere lobules.,supported_cluster,Toniolo2018:vermal/paravermal lobules I–VI:MCI:case_vs_NC
A00436,95,100,Cerebellum_3_R,AAL3,MCI,case_vs_NC,Toniolo2018,vermal/paravermal lobules I–VI,https://doi.org/10.3389/fncel.2018.00430,10.3389/fncel.2018.00430,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,,,"cluster FWE p<.05; peak Z=6.55(AD),2.75(MCI); no d",SPM8 SUIT cerebellar GM VBM; 8mm smoothing,Table2,Cluster extends across vermal/paravermal regions; does not establish uniform effect over full hemisphere lobules.,supported_cluster,Toniolo2018:vermal/paravermal lobules I–VI:MCI:case_vs_NC
A00437,96,101,Cerebellum_4_5_L,AAL3,MCI,case_vs_NC,Toniolo2018,vermal/paravermal lobules I–VI,https://doi.org/10.3389/fncel.2018.00430,10.3389/fncel.2018.00430,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,,,"cluster FWE p<.05; peak Z=6.55(AD),2.75(MCI); no d",SPM8 SUIT cerebellar GM VBM; 8mm smoothing,Table2,Cluster extends across vermal/paravermal regions; does not establish uniform effect over full hemisphere lobules.,supported_cluster,Toniolo2018:vermal/paravermal lobules I–VI:MCI:case_vs_NC
A00438,97,102,Cerebellum_4_5_R,AAL3,MCI,case_vs_NC,Toniolo2018,vermal/paravermal lobules I–VI,https://doi.org/10.3389/fncel.2018.00430,10.3389/fncel.2018.00430,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,,,"cluster FWE p<.05; peak Z=6.55(AD),2.75(MCI); no d",SPM8 SUIT cerebellar GM VBM; 8mm smoothing,Table2,Cluster extends across vermal/paravermal regions; does not establish uniform effect over full hemisphere lobules.,supported_cluster,Toniolo2018:vermal/paravermal lobules I–VI:MCI:case_vs_NC
A00439,98,103,Cerebellum_6_L,AAL3,MCI,case_vs_NC,Toniolo2018,vermal/paravermal lobules I–VI,https://doi.org/10.3389/fncel.2018.00430,10.3389/fncel.2018.00430,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,,,"cluster FWE p<.05; peak Z=6.55(AD),2.75(MCI); no d",SPM8 SUIT cerebellar GM VBM; 8mm smoothing,Table2,Cluster extends across vermal/paravermal regions; does not establish uniform effect over full hemisphere lobules.,supported_cluster,Toniolo2018:vermal/paravermal lobules I–VI:MCI:case_vs_NC
A00440,99,104,Cerebellum_6_R,AAL3,MCI,case_vs_NC,Toniolo2018,vermal/paravermal lobules I–VI,https://doi.org/10.3389/fncel.2018.00430,10.3389/fncel.2018.00430,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,,,"cluster FWE p<.05; peak Z=6.55(AD),2.75(MCI); no d",SPM8 SUIT cerebellar GM VBM; 8mm smoothing,Table2,Cluster extends across vermal/paravermal regions; does not establish uniform effect over full hemisphere lobules.,supported_cluster,Toniolo2018:vermal/paravermal lobules I–VI:MCI:case_vs_NC
A00441,108,113,Vermis_1_2,AAL3,MCI,case_vs_NC,Toniolo2018,vermal/paravermal lobules I–VI,https://doi.org/10.3389/fncel.2018.00430,10.3389/fncel.2018.00430,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,,,"cluster FWE p<.05; peak Z=6.55(AD),2.75(MCI); no d",SPM8 SUIT cerebellar GM VBM; 8mm smoothing,Table2,Cluster extends across vermal/paravermal regions; does not establish uniform effect over full hemisphere lobules.,supported_cluster,Toniolo2018:vermal/paravermal lobules I–VI:MCI:case_vs_NC
A00442,109,114,Vermis_3,AAL3,MCI,case_vs_NC,Toniolo2018,vermal/paravermal lobules I–VI,https://doi.org/10.3389/fncel.2018.00430,10.3389/fncel.2018.00430,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,,,"cluster FWE p<.05; peak Z=6.55(AD),2.75(MCI); no d",SPM8 SUIT cerebellar GM VBM; 8mm smoothing,Table2,Cluster extends across vermal/paravermal regions; does not establish uniform effect over full hemisphere lobules.,supported_cluster,Toniolo2018:vermal/paravermal lobules I–VI:MCI:case_vs_NC
A00443,110,115,Vermis_4_5,AAL3,MCI,case_vs_NC,Toniolo2018,vermal/paravermal lobules I–VI,https://doi.org/10.3389/fncel.2018.00430,10.3389/fncel.2018.00430,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,,,"cluster FWE p<.05; peak Z=6.55(AD),2.75(MCI); no d",SPM8 SUIT cerebellar GM VBM; 8mm smoothing,Table2,Cluster extends across vermal/paravermal regions; does not establish uniform effect over full hemisphere lobules.,supported_cluster,Toniolo2018:vermal/paravermal lobules I–VI:MCI:case_vs_NC
A00444,111,116,Vermis_6,AAL3,MCI,case_vs_NC,Toniolo2018,vermal/paravermal lobules I–VI,https://doi.org/10.3389/fncel.2018.00430,10.3389/fncel.2018.00430,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,,,"cluster FWE p<.05; peak Z=6.55(AD),2.75(MCI); no d",SPM8 SUIT cerebellar GM VBM; 8mm smoothing,Table2,Cluster extends across vermal/paravermal regions; does not establish uniform effect over full hemisphere lobules.,supported_cluster,Toniolo2018:vermal/paravermal lobules I–VI:MCI:case_vs_NC
A00445,90,95,Cerebellum_Crus1_L,AAL3,AD,case_vs_NC,Toniolo2018,bilateral CrusI,https://doi.org/10.3389/fncel.2018.00430,10.3389/fncel.2018.00430,gray matter or nucleus; see measurement,direct,lower,,,cluster FWE p<.05; no d,SPM8 SUIT cerebellar GM VBM; 8mm smoothing,Table2,SUIT lobule→AAL3 cluster mapping.,supported_cluster,Toniolo2018:bilateral CrusI:AD:case_vs_NC
A00446,91,96,Cerebellum_Crus1_R,AAL3,AD,case_vs_NC,Toniolo2018,bilateral CrusI,https://doi.org/10.3389/fncel.2018.00430,10.3389/fncel.2018.00430,gray matter or nucleus; see measurement,direct,lower,,,cluster FWE p<.05; no d,SPM8 SUIT cerebellar GM VBM; 8mm smoothing,Table2,SUIT lobule→AAL3 cluster mapping.,supported_cluster,Toniolo2018:bilateral CrusI:AD:case_vs_NC
A00447,91,96,Cerebellum_Crus1_R,AAL3,AD,case_vs_NC,Gellersen2021,Cerebellum_Crus1 right,https://doi.org/10.1016/j.nicl.2021.102605,10.1016/j.nicl.2021.102605,gray matter or nucleus; see measurement,direct,lower,,,ALE cluster p=.014/.015; d/CI unavailable,ALE of cerebellar GM VBM,Table1 Alzheimer section,"ALE significance is spatial convergence, not ROI effect magnitude.",supported_cluster,Gellersen2021:Cerebellum_Crus1 right:AD:case_vs_NC
A00448,93,98,Cerebellum_Crus2_R,AAL3,AD,case_vs_NC,Gellersen2021,Cerebellum_Crus2 right,https://doi.org/10.1016/j.nicl.2021.102605,10.1016/j.nicl.2021.102605,gray matter or nucleus; see measurement,direct,lower,,,ALE cluster p=.014; d/CI unavailable,ALE of cerebellar GM VBM,Table1 Alzheimer section,"ALE significance is spatial convergence, not ROI effect magnitude.",supported_cluster,Gellersen2021:Cerebellum_Crus2 right:AD:case_vs_NC
A00449,99,104,Cerebellum_6_R,AAL3,AD,case_vs_NC,Gellersen2021,Cerebellum_6 right,https://doi.org/10.1016/j.nicl.2021.102605,10.1016/j.nicl.2021.102605,gray matter or nucleus; see measurement,direct,lower,,,ALE cluster p=.015; d/CI unavailable,ALE of cerebellar GM VBM,Table1 Alzheimer section,"ALE significance is spatial convergence, not ROI effect magnitude.",supported_cluster,Gellersen2021:Cerebellum_6 right:AD:case_vs_NC
A00450,116,121,Thal_AV_L,AAL3,MCI,case_vs_NC,Banerjee2025,Thal_AV L,https://doi.org/10.1177/13872877251390386,10.1177/13872877251390386,gray matter or nucleus; see measurement,direct,lower,reported_Cohen_d_case_minus_NC,-0.399,reported significant; numeric CI unavailable,sTHOMAS nuclear volume; covariate-adjusted group comparison,Results3.2,MD includes pooled nuclear territory; pulvinar cannot resolve its AAL3 subdivisions.,supported,Banerjee2025:Thal_AV L:MCI:case_vs_NC
A00451,116,121,Thal_AV_L,AAL3,AD,case_vs_NC,Banerjee2025,Thal_AV L,https://doi.org/10.1177/13872877251390386,10.1177/13872877251390386,gray matter or nucleus; see measurement,direct,lower,,,AD significant; AV d>0.9 reported; exact d pending supplement,sTHOMAS nuclear volume; covariate-adjusted group comparison,Results3.2/Fig2/Fig4,"Parent nuclear volume transfer, not a one-to-one AAL3 segmentation.",supported,Banerjee2025:Thal_AV L:AD:case_vs_NC
A00452,117,122,Thal_AV_R,AAL3,MCI,case_vs_NC,Banerjee2025,Thal_AV R,https://doi.org/10.1177/13872877251390386,10.1177/13872877251390386,gray matter or nucleus; see measurement,direct,lower,reported_Cohen_d_case_minus_NC,-0.336,reported significant; numeric CI unavailable,sTHOMAS nuclear volume; covariate-adjusted group comparison,Results3.2,MD includes pooled nuclear territory; pulvinar cannot resolve its AAL3 subdivisions.,supported,Banerjee2025:Thal_AV R:MCI:case_vs_NC
A00453,117,122,Thal_AV_R,AAL3,AD,case_vs_NC,Banerjee2025,Thal_AV R,https://doi.org/10.1177/13872877251390386,10.1177/13872877251390386,gray matter or nucleus; see measurement,direct,lower,,,AD significant; AV d>0.9 reported; exact d pending supplement,sTHOMAS nuclear volume; covariate-adjusted group comparison,Results3.2/Fig2/Fig4,"Parent nuclear volume transfer, not a one-to-one AAL3 segmentation.",supported,Banerjee2025:Thal_AV R:AD:case_vs_NC
A00454,130,135,Thal_MDm_L,AAL3,MCI,case_vs_NC,Banerjee2025,Thal_MD L,https://doi.org/10.1177/13872877251390386,10.1177/13872877251390386,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,reported_Cohen_d_case_minus_NC,-0.447,reported significant; numeric CI unavailable,sTHOMAS nuclear volume; covariate-adjusted group comparison,Results3.2,MD includes pooled nuclear territory; pulvinar cannot resolve its AAL3 subdivisions.,supported,Banerjee2025:Thal_MD L:MCI:case_vs_NC
