feature_index,Aptamer,Feature,Target,EntrezGeneSymbol,UniPort,disease,background_family,evidence_status,literature_direction,model_effect_sd,public_reference_ids,literature_estimates_json,modeling_note
340,seq.23371.5,seq_23371_5,NIF3L,NIF3L1,Q9GZT8,CU,nuclear_signaling,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
340,seq.23371.5,seq_23371_5,NIF3L,NIF3L1,Q9GZT8,AD,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
340,seq.23371.5,seq_23371_5,NIF3L,NIF3L1,Q9GZT8,PD,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
340,seq.23371.5,seq_23371_5,NIF3L,NIF3L1,Q9GZT8,FTD,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
340,seq.23371.5,seq_23371_5,NIF3L,NIF3L1,Q9GZT8,ALS,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
340,seq.23371.5,seq_23371_5,NIF3L,NIF3L1,Q9GZT8,StrokeTIA,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
341,seq.23380.16,seq_23380_16,T3HPD,L3HYPDH,Q96EM0,CU,extracellular_matrix,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
341,seq.23380.16,seq_23380_16,T3HPD,L3HYPDH,Q96EM0,AD,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
341,seq.23380.16,seq_23380_16,T3HPD,L3HYPDH,Q96EM0,PD,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
341,seq.23380.16,seq_23380_16,T3HPD,L3HYPDH,Q96EM0,FTD,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
341,seq.23380.16,seq_23380_16,T3HPD,L3HYPDH,Q96EM0,ALS,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
341,seq.23380.16,seq_23380_16,T3HPD,L3HYPDH,Q96EM0,StrokeTIA,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
342,seq.23401.3,seq_23401_3,DAZP1,DAZAP1,Q96EP5,CU,other,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
342,seq.23401.3,seq_23401_3,DAZP1,DAZAP1,Q96EP5,AD,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
342,seq.23401.3,seq_23401_3,DAZP1,DAZAP1,Q96EP5,PD,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
342,seq.23401.3,seq_23401_3,DAZP1,DAZAP1,Q96EP5,FTD,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
342,seq.23401.3,seq_23401_3,DAZP1,DAZAP1,Q96EP5,ALS,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
342,seq.23401.3,seq_23401_3,DAZP1,DAZAP1,Q96EP5,StrokeTIA,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
343,seq.23580.2,seq_23580_2,PRR15,PRR15,Q8IV56,CU,other,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
343,seq.23580.2,seq_23580_2,PRR15,PRR15,Q8IV56,AD,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
343,seq.23580.2,seq_23580_2,PRR15,PRR15,Q8IV56,PD,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
343,seq.23580.2,seq_23580_2,PRR15,PRR15,Q8IV56,FTD,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
343,seq.23580.2,seq_23580_2,PRR15,PRR15,Q8IV56,ALS,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
343,seq.23580.2,seq_23580_2,PRR15,PRR15,Q8IV56,StrokeTIA,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
344,seq.23593.14,seq_23593_14,M21D2,MB21D2,Q8IYB1,CU,other,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
344,seq.23593.14,seq_23593_14,M21D2,MB21D2,Q8IYB1,AD,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
344,seq.23593.14,seq_23593_14,M21D2,MB21D2,Q8IYB1,PD,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
344,seq.23593.14,seq_23593_14,M21D2,MB21D2,Q8IYB1,FTD,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
344,seq.23593.14,seq_23593_14,M21D2,MB21D2,Q8IYB1,ALS,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
344,seq.23593.14,seq_23593_14,M21D2,MB21D2,Q8IYB1,StrokeTIA,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
345,seq.23611.16,seq_23611_16,MALD2,MARVELD2,Q8N4S9,CU,other,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
345,seq.23611.16,seq_23611_16,MALD2,MARVELD2,Q8N4S9,AD,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
345,seq.23611.16,seq_23611_16,MALD2,MARVELD2,Q8N4S9,PD,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
345,seq.23611.16,seq_23611_16,MALD2,MARVELD2,Q8N4S9,FTD,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
345,seq.23611.16,seq_23611_16,MALD2,MARVELD2,Q8N4S9,ALS,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
345,seq.23611.16,seq_23611_16,MALD2,MARVELD2,Q8N4S9,StrokeTIA,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
346,seq.23631.1,seq_23631_1,GALK2,GALK2,Q01415,CU,nuclear_signaling,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
346,seq.23631.1,seq_23631_1,GALK2,GALK2,Q01415,AD,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
346,seq.23631.1,seq_23631_1,GALK2,GALK2,Q01415,PD,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
346,seq.23631.1,seq_23631_1,GALK2,GALK2,Q01415,FTD,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
346,seq.23631.1,seq_23631_1,GALK2,GALK2,Q01415,ALS,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
346,seq.23631.1,seq_23631_1,GALK2,GALK2,Q01415,StrokeTIA,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
347,seq.23638.3,seq_23638_3,CARME,CARNMT1,Q8N4J0,CU,metabolism_transport,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
347,seq.23638.3,seq_23638_3,CARME,CARNMT1,Q8N4J0,AD,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
347,seq.23638.3,seq_23638_3,CARME,CARNMT1,Q8N4J0,PD,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
347,seq.23638.3,seq_23638_3,CARME,CARNMT1,Q8N4J0,FTD,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
347,seq.23638.3,seq_23638_3,CARME,CARNMT1,Q8N4J0,ALS,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
347,seq.23638.3,seq_23638_3,CARME,CARNMT1,Q8N4J0,StrokeTIA,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
348,seq.23695.1,seq_23695_1,FSD1,FSD1,Q9BTV5,CU,muscle_cytoskeleton,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
348,seq.23695.1,seq_23695_1,FSD1,FSD1,Q9BTV5,AD,muscle_cytoskeleton,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
348,seq.23695.1,seq_23695_1,FSD1,FSD1,Q9BTV5,PD,muscle_cytoskeleton,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
348,seq.23695.1,seq_23695_1,FSD1,FSD1,Q9BTV5,FTD,muscle_cytoskeleton,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
348,seq.23695.1,seq_23695_1,FSD1,FSD1,Q9BTV5,ALS,muscle_cytoskeleton,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
348,seq.23695.1,seq_23695_1,FSD1,FSD1,Q9BTV5,StrokeTIA,muscle_cytoskeleton,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
349,seq.23702.98,seq_23702_98,SHKB1,SHKBP1,Q8TBC3,CU,other,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
349,seq.23702.98,seq_23702_98,SHKB1,SHKBP1,Q8TBC3,AD,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
349,seq.23702.98,seq_23702_98,SHKB1,SHKBP1,Q8TBC3,PD,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
349,seq.23702.98,seq_23702_98,SHKB1,SHKBP1,Q8TBC3,FTD,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
349,seq.23702.98,seq_23702_98,SHKB1,SHKBP1,Q8TBC3,ALS,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
349,seq.23702.98,seq_23702_98,SHKB1,SHKBP1,Q8TBC3,StrokeTIA,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
350,seq.23771.17,seq_23771_17,ATF5,ATF5,Q9Y2D1,CU,nuclear_signaling,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
350,seq.23771.17,seq_23771_17,ATF5,ATF5,Q9Y2D1,AD,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
350,seq.23771.17,seq_23771_17,ATF5,ATF5,Q9Y2D1,PD,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
350,seq.23771.17,seq_23771_17,ATF5,ATF5,Q9Y2D1,FTD,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
350,seq.23771.17,seq_23771_17,ATF5,ATF5,Q9Y2D1,ALS,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
350,seq.23771.17,seq_23771_17,ATF5,ATF5,Q9Y2D1,StrokeTIA,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
351,seq.2381.52,seq_2381_52,C5,C5,P01031,CU,immune_complement,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
351,seq.2381.52,seq_2381_52,C5,C5,P01031,AD,immune_complement,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
351,seq.2381.52,seq_2381_52,C5,C5,P01031,PD,immune_complement,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
351,seq.2381.52,seq_2381_52,C5,C5,P01031,FTD,immune_complement,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
351,seq.2381.52,seq_2381_52,C5,C5,P01031,ALS,immune_complement,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
351,seq.2381.52,seq_2381_52,C5,C5,P01031,StrokeTIA,immune_complement,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
352,seq.24408.30,seq_24408_30,MBNL1,MBNL1,Q9NR56,CU,muscle_cytoskeleton,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
352,seq.24408.30,seq_24408_30,MBNL1,MBNL1,Q9NR56,AD,muscle_cytoskeleton,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
352,seq.24408.30,seq_24408_30,MBNL1,MBNL1,Q9NR56,PD,muscle_cytoskeleton,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
352,seq.24408.30,seq_24408_30,MBNL1,MBNL1,Q9NR56,FTD,muscle_cytoskeleton,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
352,seq.24408.30,seq_24408_30,MBNL1,MBNL1,Q9NR56,ALS,muscle_cytoskeleton,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
352,seq.24408.30,seq_24408_30,MBNL1,MBNL1,Q9NR56,StrokeTIA,muscle_cytoskeleton,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
353,seq.24445.38,seq_24445_38,AF1L2,AFAP1L2,Q8N4X5,CU,nuclear_signaling,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
353,seq.24445.38,seq_24445_38,AF1L2,AFAP1L2,Q8N4X5,AD,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
353,seq.24445.38,seq_24445_38,AF1L2,AFAP1L2,Q8N4X5,PD,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
353,seq.24445.38,seq_24445_38,AF1L2,AFAP1L2,Q8N4X5,FTD,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
353,seq.24445.38,seq_24445_38,AF1L2,AFAP1L2,Q8N4X5,ALS,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
353,seq.24445.38,seq_24445_38,AF1L2,AFAP1L2,Q8N4X5,StrokeTIA,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
354,seq.24457.12,seq_24457_12,USF2,USF2,Q15853,CU,nuclear_signaling,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
354,seq.24457.12,seq_24457_12,USF2,USF2,Q15853,AD,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
354,seq.24457.12,seq_24457_12,USF2,USF2,Q15853,PD,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
354,seq.24457.12,seq_24457_12,USF2,USF2,Q15853,FTD,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
354,seq.24457.12,seq_24457_12,USF2,USF2,Q15853,ALS,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
354,seq.24457.12,seq_24457_12,USF2,USF2,Q15853,StrokeTIA,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
355,seq.24499.36,seq_24499_36,LGSN,LGSN,Q5TDP6,CU,proteostasis,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
355,seq.24499.36,seq_24499_36,LGSN,LGSN,Q5TDP6,AD,proteostasis,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
355,seq.24499.36,seq_24499_36,LGSN,LGSN,Q5TDP6,PD,proteostasis,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
355,seq.24499.36,seq_24499_36,LGSN,LGSN,Q5TDP6,FTD,proteostasis,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
355,seq.24499.36,seq_24499_36,LGSN,LGSN,Q5TDP6,ALS,proteostasis,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
355,seq.24499.36,seq_24499_36,LGSN,LGSN,Q5TDP6,StrokeTIA,proteostasis,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
356,seq.24658.98,seq_24658_98,CC115,CCDC115,Q96NT0,CU,metabolism_transport,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
356,seq.24658.98,seq_24658_98,CC115,CCDC115,Q96NT0,AD,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
356,seq.24658.98,seq_24658_98,CC115,CCDC115,Q96NT0,PD,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
356,seq.24658.98,seq_24658_98,CC115,CCDC115,Q96NT0,FTD,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
356,seq.24658.98,seq_24658_98,CC115,CCDC115,Q96NT0,ALS,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
356,seq.24658.98,seq_24658_98,CC115,CCDC115,Q96NT0,StrokeTIA,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
357,seq.24693.5,seq_24693_5,CLIC3,CLIC3,O95833,CU,extracellular_matrix,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
357,seq.24693.5,seq_24693_5,CLIC3,CLIC3,O95833,AD,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
357,seq.24693.5,seq_24693_5,CLIC3,CLIC3,O95833,PD,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
357,seq.24693.5,seq_24693_5,CLIC3,CLIC3,O95833,FTD,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
357,seq.24693.5,seq_24693_5,CLIC3,CLIC3,O95833,ALS,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
357,seq.24693.5,seq_24693_5,CLIC3,CLIC3,O95833,StrokeTIA,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
